id,Tempo Construção Inicial,V. FO Inicial,Rel. Prof x Turm,Rel. Prof x Dia,Tempo Final,V. FO Final,Rel. Prof x Turm,Rel. Prof x Dia,Qnt vzs melhorei a FO, Qnt. Turmas,Qnt. Professores, Qnt  feito refinamento , Iteração da m Solução ,  Qnt de pos que prof x Turma , Qnt de pos que prof x dias, status
30,0.001697,33,0,33,40.210400,33,0,33,0,155,155,0,0,711,711,Viável
[300],,,,,,,,,,,,,,,,
1,0.000129,5,0,5,2.311019,5,0,5,0,10,10,0,0,46,46,Viável
2,0.000087,2,0,2,2.821167,2,0,2,0,15,15,0,0,67,67,Viável
3,0.000102,3,0,3,3.683727,3,0,3,0,20,20,0,0,92,92,Viável
4,0.000191,9,0,9,6.444602,9,0,9,0,25,25,0,0,113,113,Viável
5,0.000260,13,0,13,8.339341,13,0,13,0,30,30,0,0,138,138,Viável
6,0.000273,13,0,13,9.582879,12,1,11,1,35,35,3,61,159,159,Inviável
7,0.000282,14,0,14,11.236726,13,1,12,1,40,40,2,108,184,184,Inviável
8,0.000373,19,0,19,14.322608,16,2,14,3,45,45,2,272,205,205,Inviável
9,0.000293,10,0,10,13.919674,10,0,10,0,50,50,0,0,230,230,Viável
10,0.000537,18,0,18,19.028280,17,1,16,1,55,55,1,235,251,251,Inviável
11,0.000325,5,0,5,17.193888,5,0,5,0,60,60,0,0,276,276,Viável
12,0.000536,16,0,16,23.076363,16,0,16,0,65,65,0,0,297,297,Viável
13,0.000427,12,0,12,21.899809,10,1,9,2,70,70,3,23,322,322,Inviável
14,0.000577,15,0,15,26.526333,14,1,13,1,75,75,3,145,343,343,Inviável
15,0.000620,24,0,24,31.294624,23,1,22,1,80,80,2,284,368,368,Inviável
16,0.000529,10,0,10,29.574724,10,0,10,0,85,85,0,0,389,389,Viável
17,0.000751,20,0,20,36.230297,20,0,20,0,90,90,0,0,414,414,Viável
18,0.000771,21,0,21,39.249943,21,0,21,0,95,95,0,0,435,435,Viável
19,0.001291,28,0,28,47.292946,28,0,28,0,100,100,0,0,460,460,Viável
20,0.000808,16,0,16,43.311825,16,0,16,0,105,105,0,0,481,481,Viável
21,0.001690,48,0,48,60.378296,47,1,46,1,110,110,3,104,506,506,Inviável
22,0.001052,29,0,29,54.858250,27,1,26,2,115,115,3,140,527,527,Inviável
23,0.001783,44,0,44,67.434547,41,4,37,3,120,120,0,129,552,552,Inviável
24,0.001780,44,0,44,71.414680,43,4,39,1,125,125,0,56,573,573,Inviável
25,0.001459,41,0,41,71.869469,40,1,39,1,130,130,3,69,598,598,Inviável
26,0.001077,23,0,23,66.366272,21,1,20,1,135,135,3,39,619,619,Inviável
27,0.001857,41,0,41,82.640152,40,2,38,1,140,140,2,123,644,644,Viável
28,0.002295,46,0,46,86.335426,43,1,42,2,145,145,3,80,665,665,Inviável
29,0.001292,29,0,29,79.918633,29,0,29,0,150,150,0,0,690,690,Viável
30,0.003433,64,0,64,109.943298,63,2,61,1,155,155,2,220,711,711,Inviável
[400],,,,,,,,,,,,,,,,
1,0.000135,5,0,5,4.168581,4,1,3,1,10,10,3,23,46,46,Inviável
2,0.000075,1,0,1,4.565860,1,0,1,0,15,15,0,0,67,67,Viável
3,0.000125,6,0,6,7.243105,5,1,4,1,20,20,3,262,92,92,Inviável
4,0.000186,9,0,9,10.840095,8,1,7,1,25,25,3,116,113,113,Inviável
5,0.000231,14,0,14,14.522719,12,3,9,1,30,30,1,62,138,138,Inviável
6,0.000286,12,0,12,17.094929,12,0,12,0,35,35,0,0,159,159,Viável
7,0.000196,6,0,6,16.295172,6,0,6,0,40,40,0,0,184,184,Viável
8,0.000275,6,0,6,20.773233,6,0,6,0,45,45,0,0,205,205,Viável
9,0.000358,17,0,17,26.639288,16,2,14,1,50,50,2,275,230,230,Inviável
10,0.000291,7,0,7,26.124315,7,0,7,0,55,55,0,0,251,251,Viável
11,0.000366,9,0,9,32.199150,8,2,6,1,60,60,2,323,276,276,Inviável
12,0.000383,7,0,7,34.093185,6,2,4,1,65,65,2,131,297,297,Inviável
13,0.000332,4,0,4,35.027058,4,0,4,0,70,70,0,0,322,322,Viável
14,0.000640,16,0,16,48.287682,15,2,13,1,75,75,2,214,343,343,Inviável
15,0.000579,20,0,20,51.752781,19,1,18,1,80,80,3,3,368,368,Inviável
16,0.000614,15,0,15,54.018745,14,1,13,1,85,85,3,194,389,389,Inviável
17,0.000636,16,0,16,58.739697,15,1,14,1,90,90,3,17,414,414,Inviável
18,0.000831,21,0,21,70.444679,21,0,21,0,95,95,0,0,435,435,Viável
19,0.000604,13,0,13,65.283966,13,0,13,0,100,100,0,0,460,460,Viável
20,0.001197,30,0,30,85.331802,30,0,30,0,105,105,0,0,481,481,Viável
21,0.001065,32,0,32,94.381706,31,2,29,1,110,110,2,96,506,506,Inviável
22,0.000717,9,0,9,80.247986,9,0,9,0,115,115,0,0,527,527,Viável
23,0.001561,39,0,39,114.317764,35,1,34,4,120,120,3,90,552,552,Inviável
24,0.001675,44,0,44,120.612183,43,1,42,1,125,125,3,75,573,573,Inviável
25,0.002237,53,0,53,135.416794,52,2,50,1,130,130,2,21,598,598,Inviável
26,0.003413,54,0,54,153.699310,53,2,51,1,135,135,2,347,619,619,Inviável
27,0.012477,59,0,59,163.704224,58,1,57,1,140,140,3,62,644,644,Inviável
28,0.003001,50,0,50,161.677063,49,1,48,1,145,145,3,3,665,665,Inviável
29,0.002251,51,0,51,162.523651,50,1,49,1,150,150,3,73,690,690,Inviável
30,0.006798,62,0,62,185.076736,60,1,59,1,155,155,3,86,711,711,Inviável
